file_name,label,value,x0,y0,x2,y2
1040_file_3.pdf,Income___Eleven,75570.56,1402.5,1684,1599.2,1709.5
1040_file_3.pdf,Income___Twelve,6,1404.1,1717.5,1597.6,1744.7
1040_file_3.pdf,Income___Thirteen,80595,1400.9,1751.1,1597.6,1776.6
1040_file_3.pdf,Income___Fifteen,98605.84,1404.1,1819.8,1596,1848.5
1040_file_4.pdf,Basic Information___First Name,Timothy,111.9,329.1,639.7,361.1
1040_file_4.pdf,Basic Information___Last Name,Ortiz,673.3,325.9,1258.6,359.5
1040_file_4.pdf,Income___One_A,85,1405.7,1017.7,1591.3,1046.5
1040_file_4.pdf,Income___One_G,30,1404.1,1219,1596,1246.2
1040_file_4.pdf,Income___One_H,7,1404.1,1252.6,1596,1278.1
1040_file_4.pdf,Income___Two_B,77482.23,1402.5,1353.2,1596,1377.2
1040_file_4.pdf,Income___Five_B,3,1402.5,1450.7,1600.8,1479.4
1040_file_4.pdf,Income___Six_B,83499.97,1402.5,1487.4,1596,1511.4
1040_file_4.pdf,Income___Ten,27509.101,1402.5,1652,1600.8,1679.2
1040_file_4.pdf,Income___Eleven,38295.13,1402.5,1684,1599.2,1709.5
1040_file_4.pdf,Income___Twelve,85944.242,1404.1,1717.5,1597.6,1744.7
1040_file_4.pdf,Income___Fourteen,1,1404.1,1784.6,1597.6,1811.8
1040_file_5.pdf,Basic Information___First Name,Beth,111.9,329.1,639.7,361.1
1040_file_5.pdf,Basic Information___Last Name,Jones,673.3,325.9,1258.6,359.5
1040_file_5.pdf,Income___One_A,92439.47,1405.7,1017.7,1591.3,1046.5
1040_file_5.pdf,Income___One_C,5537,1405.7,1086.4,1591.3,1112
1040_file_5.pdf,Income___One_D,99141,1405.7,1116.8,1591.3,1147.1
1040_file_5.pdf,Income___One_E,49664.605,1404.1,1151.9,1594.4,1179.1
1040_file_5.pdf,Income___One_G,68907.6,1404.1,1219,1596,1246.2
1040_file_5.pdf,Income___Four_B,60073.53,1404.1,1420.3,1599.2,1445.9
1040_file_5.pdf,Income___Six_B,49781.13,1402.5,1487.4,1596,1511.4
1040_file_5.pdf,Income___Twelve,23921,1404.1,1717.5,1597.6,1744.7
1040_file_5.pdf,Income___Thirteen,48220.95,1400.9,1751.1,1597.6,1776.6
1040_file_5.pdf,Income___Fourteen,85440,1404.1,1784.6,1597.6,1811.8
1040_file_5.pdf,Income___Fifteen,83232.558,1404.1,1819.8,1596,1848.5
1040_file_6.pdf,Basic Information___First Name,Alyssa,111.9,329.1,639.7,361.1
1040_file_6.pdf,Basic Information___Last Name,Watson,673.3,325.9,1258.6,359.5
1040_file_6.pdf,Income___One_A,64691.34,1405.7,1017.7,1591.3,1046.5
1040_file_6.pdf,Income___One_C,8,1405.7,1086.4,1591.3,1112
1040_file_6.pdf,Income___One_E,197,1404.1,1151.9,1594.4,1179.1
1040_file_6.pdf,Income___One_G,11,1404.1,1219,1596,1246.2
1040_file_6.pdf,Income___One_H,93,1404.1,1252.6,1596,1278.1
1040_file_6.pdf,Income___One_Z,31499,1404.1,1310.1,1596,1342
1040_file_6.pdf,Income___Four_B,33254.55,1404.1,1420.3,1599.2,1445.9
1040_file_6.pdf,Income___Eight,4927.07,1404.1,1586.5,1596,1610.5
1040_file_6.pdf,Income___Ten,852,1402.5,1652,1600.8,1679.2
1040_file_6.pdf,Income___Eleven,86733.11,1402.5,1684,1599.2,1709.5
1040_file_6.pdf,Income___Twelve,4,1404.1,1717.5,1597.6,1744.7
1040_file_6.pdf,Income___Fourteen,14,1404.1,1784.6,1597.6,1811.8
1040_file_7.pdf,Basic Information___First Name,Joshua,111.9,329.1,639.7,361.1
1040_file_7.pdf,Basic Information___Last Name,Howe,673.3,325.9,1258.6,359.5
1040_file_7.pdf,Income___One_A,92468.824,1405.7,1017.7,1591.3,1046.5
1040_file_7.pdf,Income___One_B,3,1404.1,1052.9,1597.6,1075.2
1040_file_7.pdf,Income___One_C,89386.3,1405.7,1086.4,1591.3,1112
1040_file_7.pdf,Income___One_D,4705,1405.7,1116.8,1591.3,1147.1
1040_file_7.pdf,Income___One_G,87610,1404.1,1219,1596,1246.2
1040_file_7.pdf,Income___One_H,60856,1404.1,1252.6,1596,1278.1
1040_file_7.pdf,Income___Four_B,74137,1404.1,1420.3,1599.2,1445.9
1040_file_7.pdf,Income___Five_B,7,1402.5,1450.7,1600.8,1479.4
1040_file_7.pdf,Income___Six_B,65316.78,1402.5,1487.4,1596,1511.4
1040_file_7.pdf,Income___Eight,19329.19,1404.1,1586.5,1596,1610.5
1040_file_7.pdf,Income___Ten,0,1402.5,1652,1600.8,1679.2
1040_file_7.pdf,Income___Eleven,21,1402.5,1684,1599.2,1709.5
1040_file_7.pdf,Income___Twelve,8,1404.1,1717.5,1597.6,1744.7
1040_file_7.pdf,Income___Thirteen,51484.8,1400.9,1751.1,1597.6,1776.6
1040_file_8.pdf,Basic Information___First Name,Edward,111.9,329.1,639.7,361.1
1040_file_8.pdf,Basic Information___Last Name,Williams,673.3,325.9,1258.6,359.5
1040_file_8.pdf,Income___One_B,5108,1404.1,1052.9,1597.6,1075.2
1040_file_8.pdf,Income___One_C,98449.76,1405.7,1086.4,1591.3,1112
1040_file_8.pdf,Income___One_F,1403,1405.7,1183.9,1594.4,1211
1040_file_8.pdf,Income___One_H,3842.681,1404.1,1252.6,1596,1278.1
1040_file_8.pdf,Income___One_Z,59959.65,1404.1,1310.1,1596,1342
1040_file_8.pdf,Income___Three_B,956,1404.1,1386.8,1596,1412.3
1040_file_8.pdf,Income___Five_B,70,1402.5,1450.7,1600.8,1479.4
1040_file_8.pdf,Income___Eight,8,1404.1,1586.5,1596,1610.5
1040_file_8.pdf,Income___Ten,41167.645,1402.5,1652,1600.8,1679.2
1040_file_8.pdf,Income___Thirteen,6569,1400.9,1751.1,1597.6,1776.6
1040_file_8.pdf,Income___Fourteen,22352.868,1404.1,1784.6,1597.6,1811.8
1040_file_9.pdf,Basic Information___First Name,David,111.9,329.1,639.7,361.1
1040_file_9.pdf,Basic Information___Last Name,Smith,673.3,325.9,1258.6,359.5
1040_file_9.pdf,Income___One_A,56504.045,1405.7,1017.7,1591.3,1046.5
1040_file_9.pdf,Income___One_B,144,1404.1,1052.9,1597.6,1075.2
1040_file_9.pdf,Income___One_E,29787.21,1404.1,1151.9,1594.4,1179.1
1040_file_9.pdf,Income___One_F,397,1405.7,1183.9,1594.4,1211
1040_file_9.pdf,Income___One_H,89441.626,1404.1,1252.6,1596,1278.1
1040_file_9.pdf,Income___One_Z,4850.42,1404.1,1310.1,1596,1342
1040_file_9.pdf,Income___Two_B,90181.104,1402.5,1353.2,1596,1377.2
1040_file_9.pdf,Income___Four_B,4516,1404.1,1420.3,1599.2,1445.9
1040_file_9.pdf,Income___Seven,67394.626,1404.1,1548.1,1597.6,1576.9
1040_file_9.pdf,Income___Eight,78,1404.1,1586.5,1596,1610.5
1040_file_9.pdf,Income___Eleven,56428.636,1402.5,1684,1599.2,1709.5
1040_file_9.pdf,Income___Fifteen,8,1404.1,1819.8,1596,1848.5
1040_file_11.pdf,Basic Information___First Name,Katherine,111.9,329.1,639.7,361.1
1040_file_11.pdf,Basic Information___Last Name,Valdez,673.3,325.9,1258.6,359.5
1040_file_11.pdf,Income___One_A,20268.112,1405.7,1017.7,1591.3,1046.5
1040_file_11.pdf,Income___One_B,262,1404.1,1052.9,1597.6,1075.2
1040_file_11.pdf,Income___One_D,70764,1405.7,1116.8,1591.3,1147.1
1040_file_11.pdf,Income___One_F,14594.087,1405.7,1183.9,1594.4,1211
1040_file_11.pdf,Income___One_H,8,1404.1,1252.6,1596,1278.1
1040_file_11.pdf,Income___Two_B,21130.882,1402.5,1353.2,1596,1377.2
1040_file_11.pdf,Income___Six_B,2,1402.5,1487.4,1596,1511.4
1040_file_11.pdf,Income___Eight,10216.05,1404.1,1586.5,1596,1610.5
1040_file_11.pdf,Income___Ten,7480,1402.5,1652,1600.8,1679.2
1040_file_11.pdf,Income___Eleven,75327,1402.5,1684,1599.2,1709.5
1040_file_11.pdf,Income___Twelve,69438.74,1404.1,1717.5,1597.6,1744.7
1040_file_11.pdf,Income___Thirteen,51762.81,1400.9,1751.1,1597.6,1776.6
1040_file_11.pdf,Income___Fourteen,46696.742,1404.1,1784.6,1597.6,1811.8
1040_file_11.pdf,Income___Fifteen,59,1404.1,1819.8,1596,1848.5
1040_file_12.pdf,Basic Information___First Name,Carl,111.9,329.1,639.7,361.1
1040_file_12.pdf,Basic Information___Last Name,Russell,673.3,325.9,1258.6,359.5
1040_file_12.pdf,Income___One_A,26612,1405.7,1017.7,1591.3,1046.5
1040_file_12.pdf,Income___One_B,35,1404.1,1052.9,1597.6,1075.2
1040_file_12.pdf,Income___One_C,9912,1405.7,1086.4,1591.3,1112
1040_file_12.pdf,Income___One_D,43162.34,1405.7,1116.8,1591.3,1147.1
1040_file_12.pdf,Income___One_Z,3513,1404.1,1310.1,1596,1342
1040_file_12.pdf,Income___Three_B,40868.497,1404.1,1386.8,1596,1412.3
1040_file_12.pdf,Income___Four_B,55250.87,1404.1,1420.3,1599.2,1445.9
1040_file_12.pdf,Income___Five_B,74344.1,1402.5,1450.7,1600.8,1479.4
1040_file_12.pdf,Income___Seven,8137,1404.1,1548.1,1597.6,1576.9
1040_file_12.pdf,Income___Eight,1941,1404.1,1586.5,1596,1610.5
1040_file_12.pdf,Income___Ten,26509.291,1402.5,1652,1600.8,1679.2
1040_file_12.pdf,Income___Thirteen,13137.45,1400.9,1751.1,1597.6,1776.6
1040_file_12.pdf,Income___Fourteen,21133,1404.1,1784.6,1597.6,1811.8
1040_file_12.pdf,Income___Fifteen,68644.866,1404.1,1819.8,1596,1848.5
1040_file_13.pdf,Basic Information___First Name,Kelli,111.9,329.1,639.7,361.1
1040_file_13.pdf,Basic Information___Last Name,Stout,673.3,325.9,1258.6,359.5
1040_file_13.pdf,Income___One_A,968,1405.7,1017.7,1591.3,1046.5
1040_file_13.pdf,Income___One_C,19,1405.7,1086.4,1591.3,1112
1040_file_13.pdf,Income___One_D,5,1405.7,1116.8,1591.3,1147.1
1040_file_13.pdf,Income___One_E,2532.37,1404.1,1151.9,1594.4,1179.1
1040_file_13.pdf,Income___One_H,47551.89,1404.1,1252.6,1596,1278.1
1040_file_13.pdf,Income___Six_B,12569.279,1402.5,1487.4,1596,1511.4
1040_file_13.pdf,Income___Seven,36,1404.1,1548.1,1597.6,1576.9
1040_file_13.pdf,Income___Nine,6404.09,1404.1,1618.4,1592.9,1644
1040_file_13.pdf,Income___Ten,2,1402.5,1652,1600.8,1679.2
1040_file_13.pdf,Income___Twelve,38422.024,1404.1,1717.5,1597.6,1744.7
1040_file_13.pdf,Income___Fourteen,5,1404.1,1784.6,1597.6,1811.8
1040_file_13.pdf,Income___Fifteen,16188,1404.1,1819.8,1596,1848.5
1040_file_14.pdf,Basic Information___First Name,Crystal,111.9,329.1,639.7,361.1
1040_file_14.pdf,Basic Information___Last Name,Hunt,673.3,325.9,1258.6,359.5
1040_file_14.pdf,Income___One_B,88210.273,1404.1,1052.9,1597.6,1075.2
1040_file_14.pdf,Income___One_H,102,1404.1,1252.6,1596,1278.1
1040_file_14.pdf,Income___Three_B,7,1404.1,1386.8,1596,1412.3
1040_file_14.pdf,Income___Five_B,695,1402.5,1450.7,1600.8,1479.4
1040_file_14.pdf,Income___Six_B,24,1402.5,1487.4,1596,1511.4
1040_file_14.pdf,Income___Seven,82865.63,1404.1,1548.1,1597.6,1576.9
1040_file_14.pdf,Income___Nine,6,1404.1,1618.4,1592.9,1644
1040_file_14.pdf,Income___Ten,45,1402.5,1652,1600.8,1679.2
1040_file_14.pdf,Income___Thirteen,13476.301,1400.9,1751.1,1597.6,1776.6
1040_file_14.pdf,Income___Fifteen,32618.92,1404.1,1819.8,1596,1848.5
1040_file_15.pdf,Basic Information___First Name,Kimberly,111.9,329.1,639.7,361.1
1040_file_15.pdf,Basic Information___Last Name,Carey,673.3,325.9,1258.6,359.5
1040_file_15.pdf,Income___One_A,9375.7,1405.7,1017.7,1591.3,1046.5
1040_file_15.pdf,Income___One_B,309,1404.1,1052.9,1597.6,1075.2
1040_file_15.pdf,Income___One_D,97707.73,1405.7,1116.8,1591.3,1147.1
1040_file_15.pdf,Income___One_E,44804.43,1404.1,1151.9,1594.4,1179.1
1040_file_15.pdf,Income___Two_B,81422.85,1402.5,1353.2,1596,1377.2
1040_file_15.pdf,Income___Four_B,3,1404.1,1420.3,1599.2,1445.9
1040_file_15.pdf,Income___Nine,42629.56,1404.1,1618.4,1592.9,1644
1040_file_15.pdf,Income___Ten,14052.364,1402.5,1652,1600.8,1679.2
1040_file_15.pdf,Income___Eleven,35,1402.5,1684,1599.2,1709.5
1040_file_15.pdf,Income___Twelve,6104,1404.1,1717.5,1597.6,1744.7
1040_file_15.pdf,Income___Fourteen,48606.762,1404.1,1784.6,1597.6,1811.8
1040_file_15.pdf,Income___Fifteen,13060.35,1404.1,1819.8,1596,1848.5
1040_file_18.pdf,Basic Information___First Name,Sharon,111.9,329.1,639.7,361.1
1040_file_18.pdf,Basic Information___Last Name,Williams,673.3,325.9,1258.6,359.5
1040_file_18.pdf,Income___One_D,51296.108,1405.7,1116.8,1591.3,1147.1
1040_file_18.pdf,Income___One_E,25,1404.1,1151.9,1594.4,1179.1
1040_file_18.pdf,Income___One_F,9,1405.7,1183.9,1594.4,1211
1040_file_18.pdf,Income___One_H,421,1404.1,1252.6,1596,1278.1
1040_file_18.pdf,Income___Three_B,13377.79,1404.1,1386.8,1596,1412.3
1040_file_18.pdf,Income___Four_B,76450,1404.1,1420.3,1599.2,1445.9
1040_file_18.pdf,Income___Five_B,99,1402.5,1450.7,1600.8,1479.4
1040_file_18.pdf,Income___Eight,8183.87,1404.1,1586.5,1596,1610.5
1040_file_18.pdf,Income___Twelve,76665.341,1404.1,1717.5,1597.6,1744.7
1040_file_18.pdf,Income___Thirteen,9312,1400.9,1751.1,1597.6,1776.6
1040_file_20.pdf,Basic Information___First Name,Molly,111.9,329.1,639.7,361.1
1040_file_20.pdf,Basic Information___Last Name,Ramirez,673.3,325.9,1258.6,359.5
1040_file_20.pdf,Income___One_A,63525.08,1405.7,1017.7,1591.3,1046.5
1040_file_20.pdf,Income___One_C,77212.928,1405.7,1086.4,1591.3,1112
1040_file_20.pdf,Income___One_F,6213.087,1405.7,1183.9,1594.4,1211
1040_file_20.pdf,Income___One_G,6784,1404.1,1219,1596,1246.2
1040_file_20.pdf,Income___One_Z,58,1404.1,1310.1,1596,1342
1040_file_20.pdf,Income___Three_B,27833.69,1404.1,1386.8,1596,1412.3
1040_file_20.pdf,Income___Four_B,76407.635,1404.1,1420.3,1599.2,1445.9
1040_file_20.pdf,Income___Seven,68,1404.1,1548.1,1597.6,1576.9
1040_file_20.pdf,Income___Nine,9561,1404.1,1618.4,1592.9,1644
1040_file_20.pdf,Income___Ten,79294.51,1402.5,1652,1600.8,1679.2
1040_file_20.pdf,Income___Eleven,5,1402.5,1684,1599.2,1709.5
1040_file_20.pdf,Income___Twelve,25339.785,1404.1,1717.5,1597.6,1744.7
1040_file_20.pdf,Income___Fifteen,8,1404.1,1819.8,1596,1848.5
1040_file_21.pdf,Basic Information___First Name,Timothy,111.9,329.1,639.7,361.1
1040_file_21.pdf,Basic Information___Last Name,Hamilton,673.3,325.9,1258.6,359.5
1040_file_21.pdf,Income___One_A,115,1405.7,1017.7,1591.3,1046.5
1040_file_21.pdf,Income___One_F,38197.34,1405.7,1183.9,1594.4,1211
1040_file_21.pdf,Income___One_G,60103.171,1404.1,1219,1596,1246.2
1040_file_21.pdf,Income___Two_B,4869,1402.5,1353.2,1596,1377.2
1040_file_21.pdf,Income___Five_B,8049,1402.5,1450.7,1600.8,1479.4
1040_file_21.pdf,Income___Seven,23062.28,1404.1,1548.1,1597.6,1576.9
1040_file_21.pdf,Income___Thirteen,834,1400.9,1751.1,1597.6,1776.6
1040_file_21.pdf,Income___Fourteen,3443.074,1404.1,1784.6,1597.6,1811.8
1040_file_22.pdf,Basic Information___First Name,Renee,111.9,329.1,639.7,361.1
1040_file_22.pdf,Basic Information___Last Name,Gomez,673.3,325.9,1258.6,359.5
1040_file_22.pdf,Income___One_B,82097.838,1404.1,1052.9,1597.6,1075.2
1040_file_22.pdf,Income___One_E,766,1404.1,1151.9,1594.4,1179.1
1040_file_22.pdf,Income___One_G,31736.948,1404.1,1219,1596,1246.2
1040_file_22.pdf,Income___One_Z,3,1404.1,1310.1,1596,1342
1040_file_22.pdf,Income___Two_B,63269.566,1402.5,1353.2,1596,1377.2
1040_file_22.pdf,Income___Three_B,7,1404.1,1386.8,1596,1412.3
1040_file_22.pdf,Income___Four_B,32658.62,1404.1,1420.3,1599.2,1445.9
1040_file_22.pdf,Income___Five_B,89581,1402.5,1450.7,1600.8,1479.4
1040_file_22.pdf,Income___Eight,55540.752,1404.1,1586.5,1596,1610.5
1040_file_22.pdf,Income___Nine,90183.845,1404.1,1618.4,1592.9,1644
1040_file_22.pdf,Income___Eleven,26733.161,1402.5,1684,1599.2,1709.5
1040_file_22.pdf,Income___Fourteen,39704.498,1404.1,1784.6,1597.6,1811.8
1040_file_22.pdf,Income___Fifteen,1091,1404.1,1819.8,1596,1848.5
1040_file_23.pdf,Basic Information___First Name,Scott,111.9,329.1,639.7,361.1
1040_file_23.pdf,Basic Information___Last Name,Taylor,673.3,325.9,1258.6,359.5
1040_file_23.pdf,Income___One_B,20486.78,1404.1,1052.9,1597.6,1075.2
1040_file_23.pdf,Income___One_E,44795.28,1404.1,1151.9,1594.4,1179.1
1040_file_23.pdf,Income___One_F,66888.33,1405.7,1183.9,1594.4,1211
1040_file_23.pdf,Income___One_G,39207,1404.1,1219,1596,1246.2
1040_file_23.pdf,Income___One_H,5026,1404.1,1252.6,1596,1278.1
1040_file_23.pdf,Income___One_Z,59195.166,1404.1,1310.1,1596,1342
1040_file_23.pdf,Income___Four_B,80,1404.1,1420.3,1599.2,1445.9
1040_file_23.pdf,Income___Six_B,545,1402.5,1487.4,1596,1511.4
1040_file_23.pdf,Income___Eight,6534,1404.1,1586.5,1596,1610.5
1040_file_23.pdf,Income___Nine,18249.26,1404.1,1618.4,1592.9,1644
1040_file_23.pdf,Income___Eleven,403,1402.5,1684,1599.2,1709.5
1040_file_23.pdf,Income___Twelve,15214.04,1404.1,1717.5,1597.6,1744.7
1040_file_23.pdf,Income___Thirteen,4757.088,1400.9,1751.1,1597.6,1776.6
1040_file_24.pdf,Basic Information___First Name,Michael,111.9,329.1,639.7,361.1
1040_file_24.pdf,Basic Information___Last Name,Cisneros,673.3,325.9,1258.6,359.5
1040_file_24.pdf,Income___One_A,25686.86,1405.7,1017.7,1591.3,1046.5
1040_file_24.pdf,Income___One_B,71555.378,1404.1,1052.9,1597.6,1075.2
1040_file_24.pdf,Income___One_D,49424.592,1405.7,1116.8,1591.3,1147.1
1040_file_24.pdf,Income___One_E,6832,1404.1,1151.9,1594.4,1179.1
1040_file_24.pdf,Income___One_H,2,1404.1,1252.6,1596,1278.1
1040_file_24.pdf,Income___Two_B,25896.6,1402.5,1353.2,1596,1377.2
1040_file_24.pdf,Income___Three_B,60781.669,1404.1,1386.8,1596,1412.3
1040_file_24.pdf,Income___Four_B,14596,1404.1,1420.3,1599.2,1445.9
1040_file_24.pdf,Income___Five_B,494,1402.5,1450.7,1600.8,1479.4
1040_file_24.pdf,Income___Eleven,16217,1402.5,1684,1599.2,1709.5
1040_file_24.pdf,Income___Twelve,2515,1404.1,1717.5,1597.6,1744.7
1040_file_24.pdf,Income___Thirteen,42642.56,1400.9,1751.1,1597.6,1776.6
1040_file_25.pdf,Basic Information___First Name,Christopher,111.9,329.1,639.7,361.1
1040_file_25.pdf,Basic Information___Last Name,Bowen,673.3,325.9,1258.6,359.5
1040_file_25.pdf,Income___One_B,1393,1404.1,1052.9,1597.6,1075.2
1040_file_25.pdf,Income___One_C,90941.57,1405.7,1086.4,1591.3,1112
1040_file_25.pdf,Income___One_F,27320.406,1405.7,1183.9,1594.4,1211
1040_file_25.pdf,Income___One_G,69699,1404.1,1219,1596,1246.2
1040_file_25.pdf,Income___Two_B,232,1402.5,1353.2,1596,1377.2
1040_file_25.pdf,Income___Three_B,96081.42,1404.1,1386.8,1596,1412.3
1040_file_25.pdf,Income___Five_B,65546,1402.5,1450.7,1600.8,1479.4
1040_file_25.pdf,Income___Eight,859,1404.1,1586.5,1596,1610.5
1040_file_25.pdf,Income___Twelve,7663.64,1404.1,1717.5,1597.6,1744.7
1040_file_26.pdf,Basic Information___First Name,Vanessa,111.9,329.1,639.7,361.1
1040_file_26.pdf,Basic Information___Last Name,Davis,673.3,325.9,1258.6,359.5
1040_file_26.pdf,Income___One_A,67712.431,1405.7,1017.7,1591.3,1046.5
1040_file_26.pdf,Income___One_B,69,1404.1,1052.9,1597.6,1075.2
1040_file_26.pdf,Income___One_C,37792.293,1405.7,1086.4,1591.3,1112
1040_file_26.pdf,Income___One_Z,58295.902,1404.1,1310.1,1596,1342
1040_file_26.pdf,Income___Three_B,6,1404.1,1386.8,1596,1412.3
1040_file_26.pdf,Income___Five_B,69584.6,1402.5,1450.7,1600.8,1479.4
1040_file_26.pdf,Income___Eight,9279.793,1404.1,1586.5,1596,1610.5
1040_file_26.pdf,Income___Nine,82553,1404.1,1618.4,1592.9,1644
1040_file_26.pdf,Income___Fourteen,4681.519,1404.1,1784.6,1597.6,1811.8
1040_file_26.pdf,Income___Fifteen,621,1404.1,1819.8,1596,1848.5
1040_file_27.pdf,Basic Information___First Name,Rachel,111.9,329.1,639.7,361.1
1040_file_27.pdf,Basic Information___Last Name,Ellis,673.3,325.9,1258.6,359.5
1040_file_27.pdf,Income___One_E,7201.191,1404.1,1151.9,1594.4,1179.1
1040_file_27.pdf,Income___One_F,83955.37,1405.7,1183.9,1594.4,1211
1040_file_27.pdf,Income___One_G,107.86,1404.1,1219,1596,1246.2
1040_file_27.pdf,Income___One_H,455,1404.1,1252.6,1596,1278.1
1040_file_27.pdf,Income___Two_B,43883.38,1402.5,1353.2,1596,1377.2
1040_file_27.pdf,Income___Three_B,40140.933,1404.1,1386.8,1596,1412.3
1040_file_27.pdf,Income___Four_B,8,1404.1,1420.3,1599.2,1445.9
1040_file_27.pdf,Income___Five_B,8105,1402.5,1450.7,1600.8,1479.4
1040_file_27.pdf,Income___Six_B,50804.52,1402.5,1487.4,1596,1511.4
1040_file_27.pdf,Income___Seven,7,1404.1,1548.1,1597.6,1576.9
1040_file_27.pdf,Income___Eight,64346.449,1404.1,1586.5,1596,1610.5
1040_file_27.pdf,Income___Ten,26849.358,1402.5,1652,1600.8,1679.2
1040_file_27.pdf,Income___Eleven,3022,1402.5,1684,1599.2,1709.5
1040_file_27.pdf,Income___Twelve,97970.677,1404.1,1717.5,1597.6,1744.7
1040_file_27.pdf,Income___Thirteen,45683.045,1400.9,1751.1,1597.6,1776.6
1040_file_27.pdf,Income___Fourteen,68704.21,1404.1,1784.6,1597.6,1811.8
1040_file_27.pdf,Income___Fifteen,80039,1404.1,1819.8,1596,1848.5
1040_file_28.pdf,Basic Information___First Name,Jason,111.9,329.1,639.7,361.1
1040_file_28.pdf,Basic Information___Last Name,Williams,673.3,325.9,1258.6,359.5
1040_file_28.pdf,Income___One_A,10214.07,1405.7,1017.7,1591.3,1046.5
1040_file_28.pdf,Income___One_E,67172.54,1404.1,1151.9,1594.4,1179.1
1040_file_28.pdf,Income___One_H,52,1404.1,1252.6,1596,1278.1
1040_file_28.pdf,Income___Two_B,8,1402.5,1353.2,1596,1377.2
1040_file_28.pdf,Income___Three_B,3259,1404.1,1386.8,1596,1412.3
1040_file_28.pdf,Income___Four_B,0,1404.1,1420.3,1599.2,1445.9
1040_file_28.pdf,Income___Seven,65526.02,1404.1,1548.1,1597.6,1576.9
1040_file_28.pdf,Income___Nine,59126.12,1404.1,1618.4,1592.9,1644
1040_file_28.pdf,Income___Ten,9,1402.5,1652,1600.8,1679.2
1040_file_28.pdf,Income___Eleven,5,1402.5,1684,1599.2,1709.5
1040_file_28.pdf,Income___Fifteen,7068,1404.1,1819.8,1596,1848.5
1040_file_29.pdf,Basic Information___First Name,Benjamin,111.9,329.1,639.7,361.1
1040_file_29.pdf,Basic Information___Last Name,Doyle,673.3,325.9,1258.6,359.5
1040_file_29.pdf,Income___One_A,303,1405.7,1017.7,1591.3,1046.5
1040_file_29.pdf,Income___One_B,41622.923,1404.1,1052.9,1597.6,1075.2
1040_file_29.pdf,Income___One_D,343,1405.7,1116.8,1591.3,1147.1
1040_file_29.pdf,Income___One_E,36643.875,1404.1,1151.9,1594.4,1179.1
1040_file_29.pdf,Income___One_F,52,1405.7,1183.9,1594.4,1211
1040_file_29.pdf,Income___One_Z,56419.289,1404.1,1310.1,1596,1342
